req_id,text,system,class,source
raw_0278,The product shall provide Portals.The product shall help System Administrators to analyze the transactions with ad-hoc reporting and KPIs (Key Performance Indicators),ecommerce,us,raw
raw_0279,The product shall provide Asynchronous Messaging.The product shall provide asynchronous messaging to enable parallel processing and reduce the overhead in communications,ecommerce,pe,raw
raw_0280,The product shall provide Multi-threading and Load Balancing.The product shall provide multi-threading technology as well as load balancing to overcome data load spikes and traffic.,ecommerce,pe,raw
raw_0281,The product shall process messages within 2 seconds.The product shall have a maximum message processing time of 2 seconds,ecommerce,pe,raw
raw_0282,The product shall poll the system for messages every second.The product shall poll the system for new messages at a maximum of every 1 second.,ecommerce,pe,raw
raw_0283,The product shall provide Dynamic Change Support and Transparent resource addition.The product shall support Transparent Resource addition and Dynamic Change support to provide scalability and avoid service interruptions of more than 1 day.,ecommerce,pe,raw
raw_0284,The product shall be available 99% of the time. Rationale: To avoid service interruption during busiest customer service response periods. The product shall be available 99.99% of the time for regular business days.,ecommerce,a,raw
raw_0285,The product shall be robust.The product shall have fault avoidance based on standards adoption.,ecommerce,ft,raw
raw_0286,The product shall be robust with fault tolerance.The product shall have fault tolerance by using recovery technique compensatory transaction and routing around failures.,banking,ft,raw
raw_0287,The product shall be able to process all transactions.The product shall process minimum of 1 million transactions per year.,ecommerce,sc,raw
raw_0288,The product shall be platform independent.The product shall enable access to any type of development environment and platform.,ecommerce,o,raw
raw_0289,The product shall interface CSR and Datastream.The product shall exchange messages between CSR and EAM on a real time basis without any direct interfaces between two systems.,ecommerce,o,raw
raw_0290,: The product shall continue to operate during upgrade change or new resource addition.The product shall be able to continue to operate with no interruption in service due to new resource additions.,ecommerce,mn,raw
raw_0291,The product shall be updated on a regular basis.The product will have a new major feature introduced every six months and quarterly maintenance releases every six months.,ecommerce,mn,raw
raw_0292,The product shall operate with every platform.The product shall accommodate any new technology without any change in its architecture.,ecommerce,mn,raw
raw_0293,The product shall have security.The product shall provide authentication and authorization.,ecommerce,se,raw
raw_0294,The product shall information Security. The product shall enable privacy by encryption WS-Security and Integrity Checking.,ecommerce,se,raw
raw_0295,The product shall have audit capabilities.The product shall store messages for a minimum of one year for audit and transaction tracking purposes.,banking,se,raw
raw_0296,The system shall be displayable on any work computer a CCR user may have. The system interface shall be formatted to display at 800 by 600 pixel resolution.,field_service,lf,raw
raw_0297,Each team owner will need to use a username and password in order to be authenticated to reach the team owners page,ecommerce,se,raw
raw_0298,The application shall be able to complete every user transaction within one fourth of a second of receiving the request over the network.,banking,pe,raw
raw_0299,The RFS system should be able to easily interface with the BDW environment in order to load the data.7 data files shall be received from the BDW and loaded into the RFS system within 3 hours one day prior to the start of budgeting process every year. The data will be as of October month-end. Test files (7) shall be loaded up to 5 times throughout the year from the BDW.,ecommerce,o,raw
raw_0300,The product must comply with the intranet page standards and requirements of ENET Securities. 95% of the product look & feel will be approved by the Architecture group prior to implementation. The remaining 5% will be corrected and approved within one month of product release.,ecommerce,lf,raw
raw_0301,The users should be able to easily use the system to successfully complete their budgets within the stipulated time for completion. With a week of training prior to product implementation 98% of the users shall complete their budgets within the stipulated time.,ecommerce,us,raw
raw_0302,The product interface should be fast. The response time of the product interface should not exceed 2 seconds 90% of the time. For 10% of the time the response time should not be more than 10 seconds.not be more than 10 seconds.,ecommerce,pe,raw
